0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45
0.30535109409653666,0.2200548923487695,0.26793221648962845,0.3793532141424218,0.1929967642227681,0.18629204590601744,0.19642131487968467,0.25717000412652613,0.27823222433256894,0.1585290856830669,0.11429558514238713,0.36498433695640237,0.1810142075802356,0.30135060340921477,0.4343741893398241,0.35401900784699786,0.20294209379681216,0.2597143551766217,0.29503288963319446,0.150472767624727,0.20806545849649,0.43280302466607523,0.24489275750162454,0.23796307350079848,0.21857590627963241,0.18183867120341612,0.15139200249512247,0.2531438963342964,0.19956114501615352,0.36979615422690787,0.143126992738452,0.33107115487216493,0.30523199013156754,0.2783197064450409,0.18936377721749242,0.3211690372437068,0.23479014718775887,0.29220325585091267,0.17277651079404252,0.2137267705989969,0.16775216407763985,0.2645666082055478,0.26247158373407276,0.3414659336365189,0.19617615308980277,0.20259253452638246
0.31250121752486554,0.17824555790303465,0.21205243744490254,0.2792449067550797,0.2146106158041889,0.19212188678052367,0.19144382413272468,0.2318553648152337,0.2707795396825409,0.1666493427128963,0.1099493955285552,0.3059884700331868,0.19565109126021224,0.304151792816675,0.35745011213515154,0.3291438277428686,0.21397822387264165,0.2649794520124304,0.2626849231167354,0.17455153321359626,0.21083238178842037,0.3308899167157211,0.21440886672154882,0.1835507814222463,0.23845183044377186,0.2062600296324021,0.10408775660452133,0.229200537125307,0.14167238014227745,0.3225889683253437,0.17390657149841426,0.21032221622098052,0.22474757644728519,0.24016818526424388,0.1516057174996487,0.22191700333208855,0.21884281717981982,0.21189520255240105,0.14206984407359785,0.18850069757717125,0.16192617378818616,0.2000380264886446,0.24161521442588546,0.2667314422207823,0.1924253642276362,0.21735650715720067
0.22736017491044813,0.22250582331209617,0.19024883883142474,0.3053481084519785,0.16713109801542023,0.16521119801928094,0.17717696178388448,0.22096590664626087,0.2215991084430768,0.14862334959571286,0.1465081385483598,0.3137881833063644,0.14602433427652475,0.2407458466637424,0.3187079398694864,0.24763222443165922,0.18540120811011418,0.27252644998551073,0.25703726817313566,0.12437234167204332,0.19414603520311619,0.3296325322283861,0.19283822941201292,0.21264241047365773,0.16416530379854097,0.1638841691767501,0.1533515187852406,0.2264501884977972,0.17245354813091324,0.24929085578971294,0.11773290007195134,0.10798297271097772,0.2059002246464295,0.2303156608706064,0.18009055759362627,0.22384227597253611,0.18971174580530906,0.18197783695108602,0.11937798923370828,0.1831773176577887,0.15416018246997976,0.15167022677448558,0.19474620775942034,0.24703029609060884,0.12982845727534748,0.17937567707165558
0.2365120698842847,0.09466605157722045,0.1895090066501501,0.2345247012196302,0.17965557996447948,0.23309500945361986,0.17964939291036758,0.21339926438575613,0.24978409037545923,0.15268466864057656,0.10809167021515449,0.30517645308949454,0.123196824199929,0.21926766135034254,0.3023622097243092,0.25157584815886763,0.16888426277634844,0.24984535747760853,0.24394333862037015,0.15118830433492605,0.20488219207251063,0.2998135625976092,0.2072303233989354,0.19176427008296318,0.18824450298108997,0.17013698759734483,0.10522505174122906,0.1944558787782586,0.15811723615548637,0.251683797188299,0.1309309195559698,0.13697852422331624,0.20211933067304808,0.21259552649495983,0.16264302336738343,0.18693927186277146,0.21836816769062248,0.16479257071410944,0.17994600880529057,0.16319899895395604,0.15116956929358774,0.1605982280817674,0.19383643795920755,0.24874624722301256,0.17057982475203448,0.19750034925813897
0.24194107085864794,0.18594231663925953,0.21738671617508262,0.29645078937382013,0.17189147903345126,0.19396713329546758,0.16390548557466125,0.19527462118072023,0.2121948497236202,0.12461964873946112,0.12623874730882856,0.26977014547977785,0.1109889329122621,0.21690606094915194,0.2650883661835342,0.2185389791474392,0.1785369111558605,0.23191502898745686,0.21204664423694738,0.15568576275784912,0.18800656823064898,0.25189646402067606,0.18541825197865247,0.19142780994309405,0.1606920211293626,0.1774307302809577,0.17400759732863944,0.14641043409815907,0.14119571766237252,0.2314195748654789,0.11687855834355287,0.18114387152615424,0.16033883477271366,0.19519088064850224,0.17970604283613184,0.14705048542582935,0.18414669682503995,0.22384306311492239,0.14629236717767677,0.16139927718606784,0.13444572567621668,0.16872617857927485,0.1599801878586852,0.2289499097007684,0.2063997280012241,0.19157142095142052
0.23215866519079123,0.1643840411508893,0.15784610983360628,0.29377360331028923,0.13578580220416991,0.16358422680079676,0.1543458822013172,0.1703527728864725,0.1957732286417991,0.10229144309614394,0.0762490589390436,0.21375977221715967,0.12346593466469775,0.19882879245401758,0.22616793981996938,0.20038079234298903,0.16152047064024286,0.19797345268697725,0.1827904820311983,0.16003937109070024,0.17761546582884108,0.20574817114721217,0.16156143005174883,0.13781094335663646,0.13757393966771728,0.1383352959563538,0.11297813062479849,0.1629324500052649,0.14869889985889675,0.2578295672942844,0.07088788205685614,0.13638155517890668,0.14686845257873773,0.16828745714015184,0.12306210364576799,0.15718893106280601,0.16203013240134795,0.20763868976983949,0.14501107483025213,0.1421074792733583,0.13800861800075018,0.14475315387504545,0.16588046411037075,0.24399291388222083,0.09386292240745957,0.15508800914919602
0.2896899244145434,0.10572581246707266,0.18720801608449167,0.36715540874832836,0.17750110154579668,0.13357605210564405,0.13572538492451475,0.17523723069535121,0.16148075624596647,0.12566217658241619,0.0738714471592291,0.18980895615961932,0.13795854879129543,0.12833867414354383,0.21484129289419193,0.2213663481661291,0.17602716810711538,0.18257459472708482,0.1985051348896127,0.11515974743914853,0.12576993224556937,0.22796667342161897,0.1776262843452742,0.16810805663114692,0.14786230850415788,0.13496300812990591,0.08842786631701596,0.15716130531315115,0.09461523673968757,0.22957200398888566,0.10136731360563232,0.06637143278948146,0.14933491396302534,0.20011895103989158,0.12689445225033846,0.14337724288024817,0.20668184445581764,0.11950392721796199,0.13627231256633113,0.151631170602826,0.10112853443497381,0.17683035014817272,0.15482826895454904,0.2916062016118698,0.11600539278957864,0.17406045326102998
0.20127447264961487,0.16751405422737226,0.19047242121916363,0.3604567491597397,0.19717822437484794,0.17949521837899002,0.1462931148278542,0.2050966409754391,0.19323225381000278,0.05877659586957468,0.24604141811150906,0.19180723648297826,0.14933210444392597,0.21021508708208692,0.22723147464310567,0.2314372013178211,0.16227772504263743,0.24063497958262622,0.1937931344417097,0.11881612717276072,0.13254892347683472,0.22790083983505097,0.16108140525090764,0.17114757400865255,0.18374856610693366,0.17649096660799085,0.07597786023280219,0.15440303924479767,0.14278519306495335,0.2551299878095253,0.0828644944876764,0.09652908824356579,0.19263782912219615,0.198829873695133,0.16327489022242858,0.1381299914787798,0.1699546373400956,0.13798572792796904,0.14512159474732245,0.17477241571103258,0.1222607818286079,0.12304851360975919,0.16516086895131316,0.2747371291153619,0.12607325157554558,0.19619104777148416
0.27375392665693515,0.14604893571936736,0.19517201087210453,0.2874272626362456,0.18153821201194006,0.1636335651492977,0.15793031556366166,0.24407276017365914,0.18382000835833495,0.09347043308841853,0.11120943536329944,0.2164876719460398,0.12207015774307593,0.20306230855588478,0.26460714772395616,0.26113048105333897,0.1859200904489859,0.24685171182948684,0.2149505105481327,0.10762512706023444,0.16193394751077353,0.2251116888807916,0.1884569294741428,0.16514521187545475,0.17854377262806057,0.17219493433879965,0.21970732050203348,0.16701498091206282,0.13225314624291998,0.27919708434401985,0.08703516991896518,0.11667021046484388,0.20513788588772022,0.22149660484991232,0.18708920784171126,0.14408248702777277,0.22120293589389553,0.13669751463528904,0.1580638728028954,0.18307454951396557,0.12858197518763273,0.12250849116384196,0.1880492586636623,0.2883122411775258,0.11423787045468661,0.18159705804687157
0.25865527952247047,0.12533828733991248,0.22231365462262379,0.22920016222052075,0.18610649384372524,0.1897403041066342,0.14332719942607816,0.23686679502220837,0.18611284503769315,0.08819681510813966,0.0684357317804171,0.22268094869541505,0.14539939931171972,0.24660746079968238,0.2732136044866548,0.2525663063581184,0.21438730865892952,0.21453645303654978,0.21664708859115214,0.12954678711131343,0.19113403489890277,0.21112165237850875,0.1726558707960568,0.17961625419200666,0.17858094713035919,0.17177085212063523,0.09333817387228796,0.16595979564676877,0.1254943363505104,0.2273604677237497,0.10639208580481337,0.11404274650472276,0.19503709231369012,0.22973081077307106,0.1594339249836052,0.162081036023315,0.19826319257556227,0.13925952655069632,0.15767365764957936,0.1595718389002471,0.1365353266557959,0.10150910875488009,0.18472709229630896,0.2777776693969051,0.1335174068935094,0.18453824490390028
